0,0.087487,1,200
0.5,0.076009,1,200
1,0.066444,1,200
1.5,0.05494,1,200
2,0.040233,0.93897,213
2.5,0.0090994,0.30864,648
3,0.00019812,0.00835,20000
3.5,1.8305e-07,0.0001,20000
4,0,0,20000
