0,0.32978,0.88496,226
0.25,0.25578,0.77519,258
0.5,0.15675,0.56497,354
0.75,0.10724,0.42283,473
1,0.055087,0.26596,752
1.25,0.029156,0.16598,1205
1.5,0.014619,0.1084,1845
1.75,0.0056002,0.046555,4296
2,0.002835,0.030003,6666
2.25,0.0013702,0.016345,12236
2.5,0.0006744,0.0090037,22213
2.75,0.00033495,0.0051161,39092
3,0.00018141,0.0026327,75969
3.25,0.0001307,0.00194,50000
3.5,3.8672e-05,0.00082,50000
3.75,2.6094e-05,0.00048,50000
4,1.3437e-05,0.0002,50000
