0,0.40642,0.95238,210
0.25,0.32057,0.81301,246
0.5,0.25178,0.70423,284
0.75,0.13794,0.47733,419
1,0.062104,0.25349,789
1.25,0.025332,0.12953,1544
1.5,0.0082719,0.052329,3822
1.75,0.0019693,0.019229,10401
2,0.00062083,0.0081903,24419
2.25,0.00028306,0.0039001,51281
2.5,0.00011633,0.00183,1e+05
2.75,6.6667e-05,0.00083333,30000
3,1.7057e-05,0.0003,30000
3.25,4.4271e-06,0.00013333,30000
3.5,0,0,15000
3.75,1.3021e-06,3.3333e-05,30000
4,0,0,15000
