0,0.21228,1,200
0.5,0.2021,1,200
1,0.19164,1,200
1.5,0.18111,1,200
2,0.1681,1,200
2.5,0.14377,1,200
3,0.1204,1,200
3.5,0.11846,1,200
4,0.11904,1,200
